tier,BZ_id,BZ_title,TMI_id,TMI_title,title_sim,doc_sim,shared
A,I66,Ashes on Milky Way,A778.3,Milky Way As A River,0.643,0.448,2
A,B115A,Knots put in wood,A2738,Christ Puts Knots In Wood,0.643,0.510,2
A,B102,Clouds from smoke,J2277.1,Clouds Supposed To Come From Smoke,0.531,0.642,2
A,A14A,The conflict between the Sun and the Moon,A738.2.1,Religious Sun And Moon,0.642,0.582,2
A,K27M,To get an animal of unusual color,F527,Person Of Unusual Color,0.642,0.495,2
A,M71,Picked up piece of wood,D2006.1.8,Piece Of Wood Revives Memory,0.642,0.444,2
A,K142,Corpse buried many times,V61.4.1,Corpse Buried Face Down,0.642,0.400,2
A,A14A,The conflict between the Sun and the Moon,A736.1.3,Sun And Moon As Lovers,0.642,0.584,2
A,J48,Parrot cuts the sky rope,F51.1.2,Vine As Sky-Rope,0.642,0.463,2
A,B56,Fire tongue of the crocodile,A2344.1.1,Why Crocodile Has Short Tongue,0.642,0.501,2
A,E28,Moon's blood drops to earth,A764.2,Stars As Drops Of The Moon's Blood,0.641,0.546,3
A,K27G,Ordeal: to bathe in a boiling liquid,E761.6.3,Life Token: Boiling Liquid,0.641,0.421,2
A,A40,The Sun or Moon marry toad,A736.11,Contest Between Sun And Moon,0.641,0.561,2
A,B10,Drunk out water,J1183.1,Prisoner Has Drunk Water Furnished By The King And Thus Becomes King's Guest,0.641,0.363,2
A,I32A,Tree of human life,A787,Relation Of The Planets To Human Life,0.641,0.416,2
A,I66,Ashes on Milky Way,A778.10,Abyss At End Of Milky Way,0.640,0.510,2
A,M114H,To build a house in the air,F346.2,Fairies Build House For Mortal,0.640,0.400,2
A,L94,Child promised to demon,S213,Child Promised To Wood-Spirit,0.640,0.353,2
A,B42o1,Ursa major is a fisher,A771,Origin Of The Great Bear (Ursa Major),0.640,0.533,2
A,M37,Blow of axe,F614.8,Strong Man Fells Tree With One Blow Of Axe,0.639,0.382,2
A,K82,Evil sister-in-law,C435.2.1,Tabu: Uttering Name Of Sister-In-Law,0.639,0.385,2
A,H14,Woman flies back to the land of the dead,E481,Land Of The Dead,0.639,0.376,2
A,B20,Expedition to the upper world,F60,Transportation To Or From Upper World,0.639,0.382,2
A,I61,Milky Way is a stream of secretion,A778.2,Milky Way As A Road,0.638,0.518,2
A,B1D,Good and bad workers,A2793.3,"Why Some Yams Are Good, Some Bad",0.638,0.437,2
A,A11C,"The Sun, the Moon and monster’s eyes",A738.2.1,Religious Sun And Moon,0.638,0.477,2
A,K85D,A horse with a skin resistant to bites,D1520.5.4,Magic Transportation By Horse Skin,0.637,0.390,2
A,I59b3,Milky Way is the way of salt traders,A778,Origin Of The Milky Way,0.637,0.592,2
A,A11C,"The Sun, the Moon and monster’s eyes",A736.1.3,Sun And Moon As Lovers,0.637,0.479,2
A,K172,Deaf bride without hands and feet,N2.3.2.1,Hands And Feet Wagered,0.637,0.470,2
A,L31B,Reptile carries people into the water,F414,Spirit Carries People,0.637,0.427,2
A,K18D,A lazy boy and a fish,W111.2.8,Lazy Boy Says He Cannot Walk,0.637,0.365,2
A,B56,Fire tongue of the crocodile,A2344.1.1.1,Why Crocodile Has Half A Tongue,0.637,0.500,2
A,M39a6b,A leaned tower and the builder’s daughter-in-law,S54,Cruel Daughter-In-Law,0.637,0.371,2
A,J48,Parrot cuts the sky rope,F51.1.3,Stalk As Sky-Rope,0.636,0.405,2
A,K19D,Star’s husband suffers from cold,A762.1,Star-Husband,0.636,0.385,2
A,I59b2,"Milky Way is the way of St, Jacob",A778,Origin Of The Milky Way,0.636,0.541,2
A,A14A,The conflict between the Sun and the Moon,A736.6,Sun And Moon As Friends,0.636,0.589,2
A,L5F,Helpful skull,N819.3.1,Helpful Speaking Skull,0.635,0.488,2
A,I128,Ursa major is a dipper,A771,Origin Of The Great Bear (Ursa Major),0.635,0.474,2
A,E9,The mysterious housekeeper,K1911.3.5,True Bride Reinstated By Acting As Mysterious Housekeeper,0.635,0.466,2
A,K19G,Two stars of different color and brightness,A1129.1.1,"Creator Establishes Twelve Winds, Each A Different Color",0.635,0.371,2
A,K179,Bride purchased for her weight in gold,T52,Bride Purchased,0.634,0.546,2
A,L1F,Sister avenges her lover,P253.5,Sister Avenges Brother's Death,0.634,0.441,2
A,C6G,The diver is a wild boar,E501.4.3.2,Blind Wild Boar In Wild Hunt,0.634,0.576,2
A,I64A,Race along Milky Way,A778.2,Milky Way As A Road,0.634,0.449,2
A,A27,Crowns of the Sun and Moon,A736.11,Contest Between Sun And Moon,0.633,0.471,2
A,I59b1,Milky Way is the road to a remote city,A778,Origin Of The Milky Way,0.633,0.530,2
A,K27g4,"To plow, to sow and to reap in one day",H41.8,"Test Of Royalty: Ability To Sow, Reap, And Winnow Rice In One Day",0.633,0.525,3
A,G12A,Plants from drops of blood,D1812.5.1.1.2,Two Drops Of Blood In Book Mean That Two Have Been Killed,0.633,0.475,2
A,K32E,"The gold, the silver, the wood",F989.22.1,Fowls Eat Gold And Silver,0.633,0.480,2
A,H6bb,The lost objects,H1132,Task: Recovering Lost Objects,0.632,0.353,2
A,I134,Long neck on the Milky Way,A778.6,Milky Way As The Sperma Of The Gods,0.632,0.420,2
A,F51,The clandestine lover,H58.2,Clandestine Lover Identified By Scratches Left On Face By Lady,0.632,0.424,2
A,L15D,The external soul,G512.5,Ogre Killed By Burning External Soul,0.632,0.379,2
A,B42F,Ursa major is an ungulate,A771,Origin Of The Great Bear (Ursa Major),0.631,0.436,2
A,F27,Girls and the water spirits,F420.5.1,Kind Water-Spirits,0.631,0.378,2
A,I66,Ashes on Milky Way,A778.2,Milky Way As A Road,0.631,0.490,2
A,A11C,"The Sun, the Moon and monster’s eyes",A736.6,Sun And Moon As Friends,0.631,0.483,2
A,K172,Deaf bride without hands and feet,A1225.2,Man Originally Without Hands And Feet,0.631,0.388,2
A,A38A,Snare of pubic hair,J1772.4,Culture Hero's Pubic Hair Thought To Be Bear Hair,0.630,0.590,2
A,K175,The wind blows the flour away,A2232.9,Ants Ask God To Give Them Wings: Wind Blows Them Away,0.630,0.414,3
A,K167A,The son of the king and the son of the smith,K1921.1,Son Of The King And Of The Smith Exchanged,0.630,0.363,3
A,B46D,Extraordinary companions turn into stars,F601.7,Animals As Extraordinary Companions,0.629,0.412,2
A,J9,Unborn children talk from the womb,N16,Wagers On Unborn Children,0.629,0.525,2
A,I66,Ashes on Milky Way,A151.6.1,God (Indra) Has Palace On Milky Way,0.629,0.443,2
A,K32E,"The gold, the silver, the wood",E645.1,Reincarnation Of Slain Boy As Gold And Silver,0.629,0.474,2
A,K77C,Ones who hide in a house attack their enemy,D2091,Magic Attack Against Enemy,0.628,0.442,2
A,D1A,Mother-in-law is the Fire,P262.1,Bad Relations Between Mother-In-Law And Daughter-In-Law,0.628,0.375,2
A,H48,Daughters of evil spirit,E728,Evil Spirit Possesses Person,0.628,0.484,2
A,M199e,Carrying the horse,K72,Deceptive Contest In Carrying A Horse,0.628,0.530,2
A,A11A,Eyes of the Sun and the Moon: coolness and night,A735,Pursuit Of Sun By Moon,0.628,0.445,2
A,M68,Breaking wind scares game,F981.3,Animals Killed By Trickster's Breaking Wind,0.628,0.430,2
A,K35a3,The master becomes the servant,J1141.1.6,To Decide Which Is Master And Which Servant They Are To Put Heads Through Window And Servant's Head Is To Be Cut Off,0.628,0.408,2
A,F4,Child born in jug,T581.5,Child Born During Snowstorm,0.627,0.469,2
A,B19,The night and the married life,T280,Other Aspects Of Married Life,0.627,0.422,2
A,H9,Strong and weak,J429,Association Of Strong And Weak -- Miscellaneous,0.627,0.392,2
A,M13,The short-sighted wish is granted,J2199.4,Short-Sighted Economy,0.627,0.521,2
A,B20,Expedition to the upper world,R323,Refuge In Upper World,0.627,0.378,2
A,E14,Sacred knowledge from the dead,D1810.13,Magic Knowledge From The Dead,0.626,0.458,2
A,I114,The golden fleece,R175.1,Escape From Sacrificial Altar On Ram With Golden Fleece,0.626,0.623,2
A,J9,Unborn children talk from the womb,T61.5.3,Unborn Children Promised In Marriage To Each Other,0.626,0.406,2
A,I61A,Milky Way is a belt,A778.3,Milky Way As A River,0.625,0.539,2
A,F18A,The long penis,A2365.2.1.1,Why Horse's Penis Is Long,0.625,0.503,2
A,B105,She daughter-in-law is transformed,G79.2,Woman Eats Daughter-In-Law,0.625,0.371,2
A,M165,Fur coat for the wolf,C311.1.1.1,Tabu: Looking Through The Upturned Sleeve Of A Fur Coat,0.625,0.400,2
A,B42M,Second hunter’s cooking pot,D1601.10.1,Self-Cooking Pot,0.625,0.356,2
A,M90a3,Tree grows from snake,F811.19,Tree Grows Miraculously Fast From Seed,0.625,0.388,2
A,F12,Man kills his wife with her lover’s penis,Q411.0.1.2,Man (Fairy) Kills Wife's Lover,0.625,0.438,3
A,G8C,Cutting tree to get valuables,C518,Tabu: Cutting Down Tree,0.625,0.355,2
A,B116c,Sacred book lost,E383,Ghosts Summoned By Sacred Book,0.624,0.413,2
A,K33B,Friends abandon a pretty girl,F232.4.1,Fairy As A Small Pretty Girl With Blond Hair,0.624,0.414,2
A,B20,Expedition to the upper world,F59.3,Gate To Upper World,0.624,0.380,2
A,K27M,To get an animal of unusual color,A123.7,God Unusual As To Color,0.624,0.535,2
A,K27S,Contest: a race,A2433.1.1,Animal Haunt Established By Contest (Race),0.624,0.583,2
A,I61A,Milky Way is a belt,A778.10,Abyss At End Of Milky Way,0.623,0.614,2
A,M187A,Swimming match of the fish,K1761,Bluff: Provisions For The Swimming Match,0.623,0.391,2
A,M60a3,Sham doctor: punishment of a scoundrel,K824,Sham Doctor Kills His Patients,0.623,0.364,2
A,M114b,Not clothed and not naked,J2312,Naked Person Made To Believe That He Is Clothed,0.575,0.622,2
A,I67,Emu and rhea in the Milky Way,A778,Origin Of The Milky Way,0.622,0.515,2
A,J48,Parrot cuts the sky rope,F51.1.5.1,Heavenly Being's Hair As Sky-Rope,0.622,0.446,2
A,B27A,Transformation into thunder and lightning,G303.17.2.5,Devil Retreats Into Hell Amid Thunder And Lightning,0.622,0.388,2
A,A32E,Person with an object in hands,F515.0.1,Person Without Hands,0.592,0.622,2
A,K120a2,Not my mother but my mother-in-law,T417.1,Mother-In-Law Seduces Son-In-Law,0.622,0.377,2
A,I41A,Rainbow from anthill or termite nest,A791.8,Rainbow Comes Out Of An Anthill,0.622,0.470,2
A,F27,Girls and the water spirits,F420.4.8,Water-Spirits Have Treasures Under Water,0.622,0.395,2
A,L81B,Hero’s legs are cut off,S162.1,Fighting On Stumps Of Legs After They Have Been Cut Off At Knee,0.622,0.372,2
A,K64,Escape from Polyphemos’ cave,A1024,Escape From Deluge In Cave,0.622,0.441,2
A,J32D,Princess in a tower (The glass mountain),F772.2.4,Tower Of Glass; Melts In Sun,0.621,0.421,2
A,H7G,The life candle,E765.1.1,Life Bound Up With Candle,0.621,0.529,2
A,K56c,Golden axe,D475.1.17,Transformation: Axe Becomes Golden,0.621,0.463,2
A,D4c1,Swimming elk diverts attention,K2381,Ruler Diverts Attention From Misgovernment By Beginning A War,0.621,0.441,2
A,A12E,Spider is enemy of celestial bodies,A702.3.1,Celestial Bodies Attached To A Wheel In Heaven Around Which They Move,0.620,0.507,2
A,F93A,The talking penis and mother-in-law,P262,Mother-In-Law,0.620,0.453,2
A,K27Q,Milk of the wild beast,R13.1,Abduction By Wild Beast,0.620,0.405,2
A,A5A,"Elder brother is the boy, younger one is originally a doll",R155.2,Elder Brother Rescues Younger,0.620,0.487,3
A,I59b3,Milky Way is the way of salt traders,A778.6,Milky Way As The Sperma Of The Gods,0.620,0.455,2
A,C6G,The diver is a wild boar,D2156.4,Wild Boar Reprimanded About Its Maraudings By Saint,0.620,0.472,2
A,C8c1,Father and daughter beget the people,P234,Father And Daughter,0.619,0.392,2
A,K102C,"Changing his appearance, the hero returns magic object that was stolen from him",D882,Magic Object Stolen Back,0.619,0.384,3
A,M39e1a,The iron-eating mice,F561.8,Iron-Eating Tribe,0.619,0.507,2
A,K107A,Iron shoes to be worn out,J2335,The Stag With Iron Shoes,0.619,0.362,2
A,J48,Parrot cuts the sky rope,F51.1.7,Sky-Rope Of Mucus,0.619,0.446,2
A,I76A,Snake turns into dragon,N182,Snake Turns To Gold In Answer To Dream,0.619,0.385,2
A,A14A,The conflict between the Sun and the Moon,A735,Pursuit Of Sun By Moon,0.618,0.559,2
A,I93,Milky Way is the backbone,A778.8,Milky Way Is Smoke (Ashes),0.618,0.510,2
A,I59b2,"Milky Way is the way of St, Jacob",A778.6,Milky Way As The Sperma Of The Gods,0.618,0.416,2
A,M84b1,A journey to the land of the fish,F127.2,Journey To Land Of Elephants,0.618,0.489,2
A,L15h3,Person’s soul is in an insect (worm),E707,Person With More Than One Soul,0.618,0.409,2
A,B48B,Human flesh in the animals,C227,Tabu: Eating Human Flesh,0.617,0.392,2
A,K80a5,A wild boar and the fratricide,E501.4.3.2,Blind Wild Boar In Wild Hunt,0.617,0.411,2
A,B35A,Tree fulfills wishes and then transforms into bear,D1470.1.28,Magic Coin Fulfills Wishes,0.617,0.466,2
A,A46a,The Sun and Moon are eyes of a deity,R9.1.3,Sun And Moon Imprison Each Other,0.617,0.459,2
A,I43B,Milky Way is a serpent or fish,A778.3,Milky Way As A River,0.616,0.466,2
A,L15H,The external soul: three or more objects one inside the other,K975.2,Secret Of External Soul Learned By Deception,0.616,0.363,2
A,I93,Milky Way is the backbone,A778.1.1,Milky Way Is The Wild Hunt,0.616,0.567,2
A,I59b1,Milky Way is the road to a remote city,A778.6,Milky Way As The Sperma Of The Gods,0.616,0.407,2
A,K116B,The girl in the box is replaced with ferocious dog,X1215.6,Lie: Ferocious Dog,0.616,0.424,2
A,C6G,The diver is a wild boar,A1871.1,Origin Of Wild Boar,0.616,0.510,2
A,I138,The glass mountain,H331.1.1,Suitor Contest: Riding Up Glass Mountain,0.615,0.444,2
A,M78C,Cut-off finger-boy,K1512.1,Cut-Off Finger Proves Wife's Chastity,0.615,0.357,2
A,F44,Women and men separate,H774,Riddle: Why Are There More Women Than Men? (Some Women Make Women [I,0.614,0.382,2
A,B48B,Human flesh in the animals,G70.1,Hungry Seamen Eat Human Flesh,0.614,0.395,2
A,K27yy4,To get bark of particular tree,A2785,Origin Of Shape Of Particular Tree,0.614,0.387,2
A,K103A,Tree raises its branches,D1602.2,Felled Tree Raises Itself Again,0.614,0.408,2
A,K32H,Punishment: buried alive,G512.4,Ogre Persuaded To Go Into Hole: Buried Alive,0.614,0.496,2
A,I43B,Milky Way is a serpent or fish,A778.10,Abyss At End Of Milky Way,0.614,0.530,2
A,J12D,Imposter kills his rival,T92.5,Lover Kills His Rival Brother,0.614,0.465,2
A,A11C,"The Sun, the Moon and monster’s eyes",A735,Pursuit Of Sun By Moon,0.614,0.459,2
A,I134,Long neck on the Milky Way,A2351.4.2,Why Magpie Has Long Neck,0.614,0.536,2
A,I61A,Milky Way is a belt,A778.2,Milky Way As A Road,0.614,0.589,2
A,L15H,The external soul: three or more objects one inside the other,M354,Prophecy That Child Will Have External Soul,0.614,0.358,2
A,L85D,One leg and one arm: the injured ploughman,G365.2,Ogress Can Extend Leg Or Arm Any Distance,0.613,0.466,2
A,L19b1,The seven-headed monster,B15.1.2.8.1,Hydra: Nine-Headed Monster,0.613,0.399,2
A,K75a1,The youngest son-in-law should live in the stable,P265,Son-In-Law,0.613,0.361,2
A,H36A,Origin of death from the falsified message,K1087,Falsified Message Brings About A War,0.613,0.464,2
A,A40,The Sun or Moon marry toad,A738.2.1,Religious Sun And Moon,0.613,0.534,2
A,B33f1,Mistress of night and day,A1179,Origin Of Night And Day -- Miscellaneous,0.612,0.458,2
A,F64A,Describes future husband,M341.2.12,Prophecy: Death Through Future Husband,0.612,0.390,2
A,I61A,Milky Way is a belt,A151.6.1,God (Indra) Has Palace On Milky Way,0.612,0.533,2
A,M53E,Would believe evil omen,D1812.5.1.2.1,Vision As Evil Omen,0.612,0.400,2
A,K172,Deaf bride without hands and feet,M431.3,Curse: Fire To Burn Hands And Feet,0.612,0.415,2
A,A40,The Sun or Moon marry toad,A736.1.3,Sun And Moon As Lovers,0.612,0.536,2
A,M75C,Treasure on mountain top,D1552.11,Magic Stone Opens Treasure Mountain,0.612,0.377,2
A,J53B,The killed mother’s breasts,H175.1,Recognition Of Son By Gushing Up Of Milk In Mother's Breasts,0.611,0.433,2
A,L37C,Bad and Good Lucks,J174,Good And Bad In All Books,0.611,0.393,2
A,A46,The Sun and Moon emerge from the eyes of a being,A736.11,Contest Between Sun And Moon,0.611,0.455,2
A,L94A,Caught by his beard,F451.6.1,Dwarf Caught By Beard In Cleft Of Tree,0.611,0.428,2
A,G21,Coconut palm from a human head,F839.4,Human Head As Weapon,0.611,0.577,2
A,J27B,The water father,H599.1,Girl Will Not Drink Of Water Which Had No Father Or Mother (I,0.610,0.404,2
A,L33C,Rock crashes trickster,K476.1.1,Rock Substituted For Ham By Trickster,0.610,0.420,2
A,K75C,Seven years without washing,P541.2.1,Laws Made At Feast Every Seven Years,0.609,0.361,2
A,A2E,The Sun and the Moon are cut off heads,R9.1.3,Sun And Moon Imprison Each Other,0.609,0.572,2
A,C6,Valuables brought from the lower world,F93.0.1,Boat To Lower World,0.609,0.445,2
A,B7D,Water flows from broken bone,D1472.1.35,Water Flows From Axe,0.609,0.503,2
A,M31,Trickster thrown into the water,S142,Person Thrown Into The Water And Abandoned,0.608,0.352,2
A,B9,Water in the tree trunk,K983.2,Dupes Lured Onto Tree-Trunk Bridge; Fall To Death,0.608,0.452,2
A,C6,Valuables brought from the lower world,F80.1.1,Castle In Lower World,0.607,0.447,2
A,A4B,The Sun is afraid of the night,A722.6,Sun Hidden At Night Because Afraid To Wander,0.607,0.486,3
A,L19b1,The seven-headed monster,B15.1.2.6,Seven-Headed Animal,0.607,0.410,2
A,A40,The Sun or Moon marry toad,A736.6,Sun And Moon As Friends,0.606,0.541,2
A,L1D,Woman kills jaguar,F628.1.1.3,Strong Man Kills Jaguar,0.606,0.560,2
A,M39a8b,The cut off tongue of a robber,D2161.3.6.1,Magic Restoration Of Cut-Out Tongue,0.606,0.391,2
A,K33A,Younger brother transformed into animal,P17.8,Kingship Given To Younger Brother,0.606,0.422,2
A,M29g1,Hare or rabbit as the main trickster,A1856,Creation Of Hare (Rabbit),0.606,0.427,2
A,I58,Milky Way is the way of birds,A778.8,Milky Way Is Smoke (Ashes),0.606,0.458,2
A,J64,Person moves on clouds of smoke,A1133.3,Clouds As Smoke Rising To Sky,0.606,0.485,2
A,A27,Crowns of the Sun and Moon,A738.2.1,Religious Sun And Moon,0.605,0.449,2
A,K103,Helpful cow,B579.2,"Helpful Cow Strikes At Flies, While Boy Eats",0.605,0.392,2
A,B125A,Nightingale and blindworm,A2241.5,Nightingale Borrows Blindworm's Eye,0.605,0.439,2
A,I67,Emu and rhea in the Milky Way,A778.6,Milky Way As The Sperma Of The Gods,0.605,0.396,2
A,I43B,Milky Way is a serpent or fish,A778.2,Milky Way As A Road,0.605,0.509,2
A,A27,Crowns of the Sun and Moon,A736.1.3,Sun And Moon As Lovers,0.605,0.451,2
A,K73C,A girl in a bird's nest,D1292,Magic Bird Nest,0.605,0.454,2
A,A38A,Snare of pubic hair,F547.6.1,Remarkably Long Pubic Hair,0.605,0.546,2
A,I84,Milky Way is a snow-shoes track,A778.9,Milky Way As Race Track,0.605,0.560,3
A,I36,"Thunder and lightning are relatives, spouses or in-laws",A162.3.2,Thunder And Lightning Slay Devils,0.604,0.366,2
A,L72G,Obstacle flight: the thrown salt,D673,Reversed Obstacle Flight,0.604,0.401,2
A,K99a3,"The happy dream: Sun, Moon and stars",M119.1,"Swearing By The Elements: Sun, Moon, Stars, Wind",0.604,0.369,3
A,B69,Chipmunk's back scratched: hence his stripes,A2413.2,Stripes Of Chipmunk,0.603,0.567,2
A,M111,Monkey on the banana tree,D1612.1.2,Banana Tree Tells Who Cut Its Branches,0.603,0.403,2
A,M114G,"The camel is high, the goat has a long beard",J1463,A Long Beard And Sanctity,0.603,0.378,2
A,F8,Women and men come together,T133.4,Bridegroom And His Men Come For The Bride,0.603,0.410,2
A,I43B,Milky Way is a serpent or fish,A151.6.1,God (Indra) Has Palace On Milky Way,0.603,0.461,2
A,I98C,The Pleiades is a flock of birds,B878.1.1,Flock Of Birds So Numerous That It Shakes Trees Upon Which It Perches,0.603,0.510,2
A,K80a5,A wild boar and the fratricide,D2156.4,Wild Boar Reprimanded About Its Maraudings By Saint,0.603,0.434,2
A,I58,Milky Way is the way of birds,A778.1.1,Milky Way Is The Wild Hunt,0.603,0.550,2
A,B3D,Earth from worm’s excrements,A828,Earth From Worm Scratched By Creator's Nails,0.602,0.492,2
A,M196,The silence wager,J2511.1.2,Silence Wager: Man And Wife Taken For Dead,0.602,0.556,2
A,C33,Prometeus (the chained strong man),F610.6.1,Man So Strong That He Must Be Chained Except When In Battle,0.602,0.547,2
A,I138,The glass mountain,H1114,Task: Climbing Glass Mountain,0.600,0.406,2
A,M13,The short-sighted wish is granted,J2072.5,Short-Sighted Wish: Camel Wishes A Long Neck,0.600,0.511,3
A,M114D,The boiled eggs: eaten last year,J1191.2,Suit For Chickens Produced From Boiled Eggs,0.600,0.395,2
A,F52,Pubic hair for a bird’s crest,J1772.4,Culture Hero's Pubic Hair Thought To Be Bear Hair,0.600,0.514,2
A,A11A,Eyes of the Sun and the Moon: coolness and night,A700.6,Sun And Moon Purchased,0.600,0.423,2
A,M179A,The owner driven out of his house,D1385.5.2,Axe Driven Into House Entrance Keeps Werwolf Out,0.599,0.418,2
A,K80a5,A wild boar and the fratricide,A1871.1,Origin Of Wild Boar,0.599,0.468,2
A,A27,Crowns of the Sun and Moon,A736.6,Sun And Moon As Friends,0.599,0.455,2
A,G10,The hanging tree,J1517.3,"Overheard Conversation: ""My Money Is Hanging In The Tree",0.599,0.397,2
A,I63,Milky Way is a path of tapir,A778,Origin Of The Milky Way,0.599,0.578,2
A,B33f1,Mistress of night and day,A1172.2,Wallet Containing Night And Day,0.599,0.446,2
A,M57d1,Bird presents objects and fulfills wishes,D1470.1.28,Magic Coin Fulfills Wishes,0.598,0.467,2
A,L37c1,Luck (good or bad) as a person,Z71.16.11.1,Fifteen Characteristics Of A Good (Bad) Woman,0.598,0.473,2
A,K80c2,The treasure finders who murder one another,N556,Treasure-Finders Always Frightened Away,0.598,0.410,2
A,I20C,Dwarfs live in the underworld,F451.4.2.3,Dwarfs Live In A Forest,0.597,0.398,2
A,K27M,To get an animal of unusual color,F711.3,Sea Of Unusual Color,0.597,0.464,2
A,M39a1,Misunderstood instructions: a step behind,J2460.1,Disastrous Following Of Misunderstood Instructions,0.596,0.493,2
A,C8D,The smallpox breaks tabou for incestuous marriage,K1377,Incestuous Marriage Arranged By Trick,0.596,0.481,2
A,C6,Valuables brought from the lower world,F96,Rope To Lower World,0.596,0.370,2
A,M42C,Animal person eats his own marrow,G51.1,Person Eats Self Up,0.596,0.437,2
A,B42T,Ursa major is a big mammal,A771,Origin Of The Great Bear (Ursa Major),0.596,0.421,2
A,A32d2,Person with pitchfolk in the Moon,A753,Moon As A Person,0.596,0.532,2
A,C3,Snakes stops up a hole in the Noah’s arch,J1851.3.1,Fool Stops Hole With Money,0.596,0.479,2
A,M144,The wasp nest as king’s drum,K1023.1,"Dupe Allowed To Guard ""King's Drum"": It Is A Wasp Nest",0.596,0.542,4
A,L80,A drop of blood,D1349.1.6.1,One Drop Of Blood When Licked Satisfies Hunger,0.596,0.388,2
A,B1,Two male creators,A12.1,Male And Female Creators,0.595,0.511,2
A,A5A,"Elder brother is the boy, younger one is originally a doll",K2211.0.1,Treacherous Elder Brother(S),0.595,0.443,2
A,I60,Milky Way is a seam in the sky,A778,Origin Of The Milky Way,0.595,0.483,2
A,J25a1,Child born in grave saves his mother,T551.6,Child Born Without Mouth,0.595,0.425,2
A,L72C,Obstacle flight: the thrown mirror,D673,Reversed Obstacle Flight,0.595,0.379,2
A,I20c2,Dwarfs live at the horizon,F451.4.2.2,Dwarfs Live In Ravines,0.594,0.470,2
A,I14,No-anus people,F917,Monster Swallows People Through Anus,0.594,0.444,2
A,K27q2,To bring musical instrument,D1441.1,Magic Musical Instrument Calls Animals Together,0.594,0.442,2
A,M28,Icarus (failed attempt to fly on artificial wings),F1021.1,Flight On Artificial Wings,0.594,0.450,2
A,M136B,Cutting off the branch,N325.1,Man Kills Son Thinking That He Is Cutting A Branch,0.593,0.359,2
A,K32E,"The gold, the silver, the wood",Q552.18.1,Gold And Silver Demanded Of Saint Disappear,0.593,0.447,2
A,A8B,The Sun in the land of the dead,E481.2.2,Boat To Land Of Dead,0.593,0.441,2
A,B33f1,Mistress of night and day,A1172.3,Night And Day Have Steeds And Chase Each Other,0.593,0.490,2
A,M108A,Trickster as an adopted child,T678,Adopted Child Identical With Real Child Reared With Him,0.593,0.421,2
A,K27u1,One day from conception to birth,T590,Conception And Birth -- Miscellaneous Motifs,0.593,0.436,2
A,B33f1,Mistress of night and day,R255,"Formula For Girl Fleeing: Behind Me Night, Etc ""Behind Me Night And Before Me Day That No One Shall See Where I Go",0.592,0.424,2
A,M157C,You are hens and I am the cock,H1556.1.1,Cock Feigns Death To See What Hens Will Say About Him,0.592,0.351,2
A,K38E,"Of copper, of silver, of gold",F772.2.2,"Towers Of Steel, Silver And Gold",0.592,0.441,2
A,L90D,Lips nailed to the sky and the earth,A731,Sun As King Of Sky And Earth,0.592,0.372,2
A,L5E,Wife’s headless body pursues her husband,D1615.8,Headless Body Sings,0.592,0.459,2
A,I64,Milky Way is a trace of animals,A778.8,Milky Way Is Smoke (Ashes),0.592,0.416,2
A,K56a5b,Any weather is good,U148,Good Weather For One Is Foul For Another,0.591,0.398,2
A,C6F,Diving for drowned person,D1816.4.1,Location Of Corpse Of Drowned Person Detected By Magic,0.591,0.462,2
A,A14A,The conflict between the Sun and the Moon,A700.6,Sun And Moon Purchased,0.591,0.532,2
A,K10B,Cage carried away,K312.1,Thief Hidden In Cage That Is Carried Into House,0.591,0.469,2
A,L46,Head downward,Q522.6,Penance: Hanging For A Thousand Years Head Downward Over A Fire Of Chaff,0.590,0.492,2
A,M53E,Would believe evil omen,J2013.4,Numskull Made To Believe He Is An Evil Spirit,0.590,0.380,2
A,K85C,The four-legged horse is faster than the three-legged one,E501.4.2.6,Two-Legged Horse In Wild Hunt,0.590,0.378,2
A,A40,The Sun or Moon marry toad,A735,Pursuit Of Sun By Moon,0.590,0.513,2
A,L19b1,The seven-headed monster,G361.1.4,Seven-Headed Ogre,0.590,0.360,2
A,L72F,Obstacle flight: the thrown entrails,D673,Reversed Obstacle Flight,0.590,0.385,2
A,I64,Milky Way is a trace of animals,A778.1.1,Milky Way Is The Wild Hunt,0.589,0.462,2
A,K27q2,To bring musical instrument,D1500.1.27,Magic Musical Instrument As Cure For Disease,0.589,0.429,2
A,K27R,To visit the world of the dead,A310.1,Goddess Of World Of The Dead,0.589,0.465,2
A,B33e1,To freeze an embryo in the womb,T577.1,Male Embryo Transformed In Womb To Female,0.589,0.445,2
A,F15,Person’s penis sticks out of the ground,D2171.4.1,Pitcher Magically Sticks To Ground,0.588,0.451,2
A,M90a3,Tree grows from snake,F979.6,Tree Grows Through Handle Of Saint's Bell,0.588,0.352,2
A,I138,The glass mountain,F145.1,Glass Mountain At Borders Of Otherworld,0.587,0.382,2
A,L108b1,A smith makes the voice thin,F663.2,Clever Smith Makes Needle That Pierces Anvil,0.587,0.500,2
A,K32H,Punishment: buried alive,S123.6,Enemies Buried Alive Up To Their Necks And Exposed To Jackals,0.587,0.472,2
A,B3D,Earth from worm’s excrements,A828.1,Earth Excreted By Worm,0.587,0.573,2
A,M152A,Animal tied to another for safety,K713.1.2,Animal Allows Himself To Be Tied To Another For Safety,0.587,0.474,2
