tier,BZ_id,BZ_title,TMI_id,TMI_title,title_sim,doc_sim,shared
A,A18,The Sun boat,A723,Boat Of The Sun,1.000,0.831,2
A,B80,Measuring of the world,A1186,Measuring The World,1.000,0.889,2
A,C31b,The wise owl,B122.0.3,Wise Owl,1.000,0.819,2
A,I35C,God the craftsman,A141,God As Craftsman,1.000,0.725,2
A,I75,World ages,A1101,The Four Ages Of The World,1.000,0.703,2
A,I87B,The quest for a strong adversary,H1225,Quest For A Strong Adversary,1.000,0.848,3
A,I141,The magic wand,D1254.1,Magic Wand,1.000,0.831,2
A,J57,Son of the Sun,A225,Son Of The Sun,1.000,0.696,2
A,L15a1,Achilles' heel,Z311,Achilles Heel,1.000,0.793,2
A,L100D,The entrapped suitors,K1218.1,The Entrapped Suitors,1.000,0.512,2
A,L126,The bird indifferent to pain,Z49.3,The Bird Indifferent To Pain,1.000,0.458,3
A,M106d,"My name is ""Son-in-law""",P265,Son-In-Law,1.000,0.751,2
A,M106h,Holding down the hat,K1252,Holding Down The Hat,1.000,0.633,2
A,M116,Wisdom of hidden old man saves kingdom,J151.1,Wisdom Of Hidden Old Man Saves Kingdom,1.000,0.687,5
A,M157D,Pulling up a turnip,Z49.9,Pulling Up The Turnip,1.000,0.730,2
A,M196,The silence wager,J2511,The Silence Wager,1.000,0.641,2
A,A5,The Sun and the Moon are males,R9.1.3,Sun And Moon Imprison Each Other,1.000,0.579,2
A,A6,The Sun and the Moon are females,R9.1.3,Sun And Moon Imprison Each Other,1.000,0.543,2
A,B28E,The Moon organizes the world,A695,Moon As Next World,1.000,0.663,2
A,B56,Fire tongue of the crocodile,A2344.1.1.2,Why Crocodile Has No Tongue,1.000,0.809,2
A,B79,Cosmic egg,A641,Cosmic Egg,1.000,0.658,2
A,B89,Owl as a king of birds,B242.1.8,Owl As King Of Birds,1.000,0.879,3
A,C30A,A pound of flesh,J1161.2,Pound Of Flesh,1.000,0.595,2
A,F3A,The pregnant man,T578,Pregnant Man,1.000,0.836,1
A,F18A,The long penis,F547.3.1,Long Penis,1.000,0.735,2
A,F30,Snake paramour,B613.1,Snake Paramour,1.000,0.554,2
A,F45A,Conception from wind,T524,Conception From Wind,1.000,0.771,2
A,F98,God and a cow,A132.9.1,Cow As God,1.000,0.833,2
A,H1A,The originator of death the first sufferer,K1681,Originator Of Death First Sufferer,1.000,0.689,3
A,I62,Milky Way is a river,A778.3,Milky Way As A River,1.000,0.869,3
A,I80B,The forgotten wind,J755.1,The Forgotten Wind,1.000,0.505,2
A,K19B,Star-husband,A762.1,Star-Husband,1.000,0.807,2
A,K27o1,Head used as ball,S139.2.2.4.1,Head Used As Ball,1.000,0.873,3
A,K35a3,The master becomes the servant,P360,Master And Servant,1.000,0.772,2
A,K38e3,The diamond kingdom,F707.3,Kingdom Where Everything Is Of Diamond,1.000,0.729,2
A,K73a9,The speaking bed,D1610.17,Speaking Bed,1.000,0.687,2
A,K80C,The cranes of Ibycus,N271.3,The Cranes Of Ibycus,1.000,0.545,2
A,K80c2,The treasure finders who murder one another,K1685,The Treasure-Finders Who Murder One Another,1.000,0.669,3
A,K92B,Love like salt,H592.1,"""Love Like Salt",1.000,0.682,3
A,K100,A faithful servant,P361,Faithful Servant,1.000,0.619,2
A,K100B,A grateful dead,E341,The Grateful Dead,1.000,0.592,2
A,K103,Helpful cow,B411,Helpful Cow,1.000,0.740,2
A,K107E,The long pregnancy,T574,Long Pregnancy,1.000,0.741,2
A,K131D,Seven-league boots,D1521.1,Seven-League Boots,1.000,0.847,3
A,K153,"Grateful animals, ungrateful man",W154.8,Grateful Animals; Ungrateful Man,1.000,0.563,2
A,L15D,The external soul,E710,External Soul,1.000,0.590,2
A,L19b2,The nine-headed monster,B15.1.2.3.1,Four-Headed Monster,1.000,0.660,2
A,L19b3,The twelve-headed monster,B15.1.2.3.1,Four-Headed Monster,1.000,0.660,2
A,L93A,Helpful fox,B435.1,Helpful Fox,1.000,0.764,2
A,L93D,Helpful hedgehog,B449.1,Helpful Hedgehog,1.000,0.883,2
A,L100G,The goose with one leg,K402.1,The Goose Without A Leg,1.000,0.594,2
A,M24,Turtle’s war party,F1025.2,Turtle's War-Party,1.000,0.844,3
A,M39e1a,The iron-eating mice,J1531.2,The Iron-Eating Mice,1.000,0.718,3
A,M39e2,The speaking tree,D1610.2,Speaking Tree,1.000,0.510,2
A,M39g1,Jumping into the breeches,J2161.1,Jumping Into The Breeches,1.000,0.724,2
A,M108B,The helpful woodpecker,B461.1,Helpful Woodpecker,1.000,0.722,2
A,M151A,Holding up the rock,K1251,Holding Up The Rock,1.000,0.628,2
A,M159,The lion’s share,J811.1,The Lion's Share,1.000,0.537,2
A,M178,The lying goat,K1151,The Lying Goat,1.000,0.543,2
A,M180,Fox and crane invite each other,J1565.1,Fox And Crane Invite Each Other,1.000,0.741,3
A,M191A,Belling the cat,J671.1,Belling The Cat,1.000,0.906,2
A,M197A,The pot has a child and dies,J1531.3,The Pot Has A Child And Dies,1.000,0.676,3
A,M199n,Counting out pay,K275,Counting Out Pay,1.000,0.634,2
A,N28C,Pillar of the sky,F964.0.1,Pillar Of Fire (In Sky),1.000,0.808,2
A,B85B,Bag of winds,C322.1,Bag Of Winds,1.000,0.714,2
A,C41,Why the sky is blue,A702.4,Why The Sky Is Blue,1.000,0.726,2
A,D1A,Mother-in-law is the Fire,P262,Mother-In-Law,1.000,0.815,2
A,F14A,Birth from a rock,T544.1,Birth From Rock,1.000,0.708,2
A,F65A,Death feigned to meet paramour,K1538,Death Feigned To Meet Paramour,1.000,0.800,4
A,H7,The personified Death,Z111,Death Personified,1.000,0.581,2
A,J51A,Ladder made of bones,F848.3,Ladder Of Bones,1.000,0.917,2
A,K56a4,Dog the messenger,B291.2.2,Dog As Messenger,1.000,0.600,2
A,K77b1,The wolf flees from the wolf-head,K1715.3,The Wolf Flees From The Wolf-Head,1.000,0.720,3
A,L90E,Heads on stakes,Q421.1,Heads On Stakes,1.000,0.708,2
A,L93C,Helpful monkey,B441.1,Helpful Monkey,1.000,0.730,2
A,M39a5a,The sausage rain,J1151.1.3,The Sausage Rain,1.000,0.666,2
A,M75b1a,The predestined wife,T22.2,Predestined Wife,1.000,0.455,2
A,M87,Invisible ghosts,E421.1,Invisible Ghosts,1.000,0.755,2
A,M147B,The fox rids himself of fleas,K921,Fox Rids Himself Of Fleas,1.000,0.647,3
A,M191C,The singing wolf,Z33.4.2,The Singing Wolf,1.000,0.654,2
A,M193A,The fleeing pancake,Z33.1,The Fleeing Pancake,1.000,0.784,2
A,F9A,Vagina dentata,F547.1.1,Vagina Dentata,1.000,0.679,2
A,I60,Milky Way is a seam in the sky,A778.4,Milky Way As A Stitched Seam In The Sky,1.000,0.904,4
A,I138,The glass mountain,F751,Glass Mountain,1.000,0.879,2
A,K65C,The various children of Eve,A1650.1,The Various Children Of Eve,1.000,0.540,3
A,K107a3,The beauty and the beast,D735.1,Beauty And The Beast,1.000,0.513,2
A,M91c5,The wager that sheep are hogs,K451.2,The Wager That Sheep Are Hogs,1.000,0.545,3
A,M106e,For the long winter,K362.1,For The Long Winter,1.000,0.536,2
A,M134C,The wolf overeats in the cellar,K1022.1,Wolf Overeats In The Cellar (Smokehouse),1.000,0.745,3
A,M197C,Sham physician: using the flea powder,K1955.4,Sham Physician: Using The Flea Powder,1.000,0.735,5
A,F96,Ugly man becomes handsome,D52.2,Ugly Man Becomes Handsome,1.000,0.818,2
A,M39a5b,Husband discredited by absurd truth,J1151.1.2,Husband Discredited By Absurd Truth,1.000,0.666,4
A,B49B,Teats of the cow,A2363.1,Why Cow Has So Few Teats,0.751,0.974,2
A,K120a2,Not my mother but my mother-in-law,P262,Mother-In-Law,0.971,0.563,2
A,L9G,A man with a blue beard,F545.1.1,Blue Beard,0.971,0.621,2
A,K85B,Magic three-legged horse,B15.6.3.1.1,Six-Legged Horse,0.969,0.450,2
A,M156,The ungrateful one returned to captivity,J1172.3,Ungrateful Animal Returned To Captivity,0.967,0.573,3
A,N10,The transparent body,F529.5,Person With Transparent Body,0.958,0.650,2
A,K160,Three hairs from the devil’s beard,H1273.2,Quest For Three Hairs From Devil's Beard,0.957,0.646,3
A,J14,A flute-player,L113.10,Flute Player As Hero,0.956,0.739,2
A,K38F,The dragon-slayer,B11.11.7,Woman As Dragon-Slayer,0.956,0.550,2
A,I118,Helpful spider-woman,B489.1,Helpful Spider,0.951,0.729,2
A,F82A,What owl cries about,A2426.2.17,Origin Of Owl's Cries,0.951,0.564,2
A,I13A,The horned serpent,A2145.0.1,Origin Of Horned Serpent,0.950,0.597,2
A,B115A,Knots put in wood,A2755.4,Origin Of Knots In Wood,0.950,0.488,2
A,K27O,Ball game,A1495.1,Origin Of Ball Game,0.946,0.931,2
A,L19b2,The nine-headed monster,Z111.3,Death As Eight-Headed Monster,0.941,0.537,2
A,L19b3,The twelve-headed monster,Z111.3,Death As Eight-Headed Monster,0.941,0.537,2
A,I59b1,Milky Way is the road to a remote city,A778.2,Milky Way As A Road,0.936,0.807,3
A,K66,Extraordinary companions,F601.7,Animals As Extraordinary Companions,0.935,0.385,2
A,H22,Sense of smell,F652,Marvelous Sense Of Smell,0.921,0.689,2
A,C6C,The diver is a bird,A1975,Creation Of Diver (Bird),0.921,0.615,2
A,M126,The speaking skull,N819.3.1,Helpful Speaking Skull,0.921,0.533,2
A,M53C,Red eyes,G213.2,Witch With Red Eyes,0.920,0.454,2
A,M53C,Red eyes,F233.3.1,Fairy Has Red Eyes,0.919,0.418,2
A,D13I,Broken tooth,H57.1,Recognition By Broken Tooth,0.917,0.608,2
A,B19,The night and the married life,T200,Married Life,0.917,0.632,2
A,K67E,The woman as cuckoo in the tree,K1691,The Woman As Cuckoo On The Tree Shot Down,0.914,0.507,2
A,K27u1,One day from conception to birth,T500,Conception And Birth,0.914,0.673,2
A,C34A,Buried in sand,F948.5,City Is Buried Under Sand,0.907,0.599,2
A,M84b1,A journey to the land of the fish,F116,Journey To The Land Of The Immortals,0.907,0.727,2
A,I141,The magic wand,D1402.10,Magic Wand Kills,0.906,0.591,2
A,M38d2,"The bean, the straw and the coal",F1025.1,"Bean, Straw, And Coal Go Journeying",0.903,0.603,3
A,E1C,Person of excrements,D437.4,Transformation: Excrements To Person,0.901,0.700,2
A,B124,Depression on human foot,F551.1,Animal Foot On Human Being,0.900,0.469,2
A,K82,Evil sister-in-law,P264,Sister-In-Law,0.900,0.514,2
A,M190,The beaver and the porcupine,K896.1,Beaver And Porcupine Trick Each Other,0.899,0.719,2
A,K92,King Lear,M21,King Lear Judgment,0.894,0.422,2
A,M90a5,The golden apples,E745.5.1,Souls As Golden Apples,0.893,0.481,2
A,J56,Father tests his sons,H480,Father Tests,0.889,0.435,2
A,I66,Ashes on Milky Way,A778.8,Milky Way Is Smoke (Ashes),0.888,0.864,3
A,M39a2c,The sowing of salt,J1932.3,Sowing Salt To Produce Salt,0.884,0.734,2
A,H7B,The Death is stuck to a tree or a bench,Z111.2.1,Death Stuck To Tree,0.884,0.527,3
A,B27A,Transformation into thunder and lightning,F968,Extraordinary Thunder And Lightning,0.879,0.546,2
A,K123,Old woman’s curse,M411.5,Old Woman's Curse (Satire),0.879,0.570,2
A,F45a1,Accidental conception from wind,T524,Conception From Wind,0.877,0.615,2
A,M57C,Gold producing animal,B103.1.3,Gold-Producing Dog,0.876,0.559,2
A,B125C,Beaver and muskrat exchange tales,A2247.6,Beaver And Muskrat Exchange Tails,0.876,0.830,3
A,J62,People turned into stones,D471.8,Animals Turned Into Stones,0.873,0.615,2
A,A5,The Sun and the Moon are males,A736.11,Contest Between Sun And Moon,0.871,0.502,2
A,A6,The Sun and the Moon are females,A736.11,Contest Between Sun And Moon,0.871,0.471,2
A,M53C,Red eyes,A2332.5.4,Why Toad Has Red Eyes,0.871,0.433,2
A,C32,Ship made of nails,F841.1.7,Ship With Gold Nails,0.871,0.666,2
A,K107E,The long pregnancy,T574.1,Long Pregnancy: Twelve Months,0.870,0.614,2
A,A32E,Person with an object in hands,E767,Affinity Of Person And Object,0.870,0.549,2
A,K85B,Magic three-legged horse,E423.1.3.1,Revenant As Three-Legged Horse,0.868,0.414,2
A,K27f1,To build a bridge,B299.8.1,Tigers Build Bridge,0.867,0.655,2
A,K24B,To dance in her magic clothes,D1050,Magic Clothes,0.867,0.479,2
A,B5C,Primeval mother and daughter,P232,Mother And Daughter,0.866,0.412,2
A,I125,The Hiades are a jaw-bone,D1402.3.4,Magic Jaw Bone Of Ass Kills,0.861,0.669,2
A,M74d,Who ate the lamb’s heart?,K402,The Lamb Without A Heart,0.861,0.400,2
A,I4C,Storm-god as a prisoner,A281,Storm-God,0.859,0.747,2
A,M57C,Gold producing animal,B103.0.6,Gold-Producing Lion,0.857,0.494,2
A,K66A,The land and water ship,D1533.1.1,Magic Land And Water Ship,0.856,0.547,3
A,M202,Thorn removed from lion’s paw,B381,Thorn Removed From Lion's Paw (Androcles And The Lion),0.855,0.667,4
A,C10A,The flood: birds cling to the sky,A2211.7,Birds Cling To Sky In Flood: Cause Of Tail Colors,0.853,0.723,4
A,I64A,Race along Milky Way,A778.9,Milky Way As Race Track,0.853,0.666,3
A,M106g,The cow is taken to the roof to graze,J1904.1,Cow (Hog) Taken To Roof To Graze,0.852,0.738,4
A,M53C,Red eyes,A2332.5.2,Why Cuckoo Has Red Eyes,0.852,0.411,2
A,G16,Ants find cultivated plants,A2684,Origin Of Cultivated Plants,0.851,0.629,2
A,K85C,The four-legged horse is faster than the three-legged one,B15.6.3.1.1,Six-Legged Horse,0.851,0.507,2
A,M57C,Gold producing animal,B103.1.1,Gold-Producing Ass,0.851,0.602,2
A,E5A,Mankind ascends from the underworld,A1232,Mankind Ascends From Under The Earth,0.850,0.391,2
A,B9,Water in the tree trunk,F841.1.11,Boat Made Of A Tree Trunk,0.850,0.643,2
A,I92B,Treasure under the rainbow,N516,Treasure At End Of Rainbow,0.805,0.849,2
A,K183,In what fish is the swallowed one?,H75.3,Recognition By Hair Found In A Fish Which Has Swallowed It,0.848,0.576,2
A,H42,Creator goes away for a while,A81,Creator Goes To Sky,0.844,0.384,2
A,M147A,Foxes will meet at the bazaar,J1424,Where The Foxes Will Meet,0.841,0.532,2
A,L34,The burning hair,D2074.2.2,Summoning By Burning Hair,0.839,0.578,2
A,M57c1,Gold-producing bear,B103.1.3,Gold-Producing Dog,0.837,0.620,2
A,M29G,Trickster-hare or rabbit,A1856,Creation Of Hare (Rabbit),0.835,0.535,2
A,K19G,Two stars of different color and brightness,A659.4,Each World Corresponds To Different Color,0.835,0.411,2
A,A5,The Sun and the Moon are males,A738.2.1,Religious Sun And Moon,0.833,0.479,2
A,A6,The Sun and the Moon are females,A738.2.1,Religious Sun And Moon,0.833,0.449,2
A,B70,Ears of the hare,A2325.2,Why Hare's Ears Are Black,0.833,0.469,2
A,K27f1,To build a bridge,X1294.1,Lie: Flies Build Bridge,0.832,0.565,2
A,K27U,Hide-and-seek,K869.2,Deceptive Hide And Seek Game,0.832,0.593,2
A,A5,The Sun and the Moon are males,A736.1.3,Sun And Moon As Lovers,0.832,0.480,2
A,A6,The Sun and the Moon are females,A736.1.3,Sun And Moon As Lovers,0.832,0.450,2
A,H49B,The faithful dog as security for a debt,B579.6,Faithful Dog Is Offered As Security For A Debt,0.832,0.613,4
A,M87,Invisible ghosts,E402.2,Sounds Made By Invisible Ghosts Of Animals,0.831,0.465,2
A,M99a1,Holes in the birds' beaks,F514.2,Men With Birds' Beaks,0.830,0.734,2
A,E9,The mysterious housekeeper,B537,Animals Adopt Mysterious Housekeeper,0.828,0.601,2
A,B21,Destruction of the world tree,A652,World-Tree,0.827,0.376,2
A,I61,Milky Way is a stream of secretion,A778,Origin Of The Milky Way,0.827,0.682,2
A,C37,World catastrophe and the sloth,A1000,World Catastrophe,0.827,0.569,2
A,B60,Offended children abandon parents,S321,Destitute Parents Abandon Children,0.825,0.416,3
A,A38A,Snare of pubic hair,D991.2,Magic Pubic Hair,0.825,0.655,2
A,A5,The Sun and the Moon are males,A736.6,Sun And Moon As Friends,0.824,0.484,2
A,A6,The Sun and the Moon are females,A736.6,Sun And Moon As Friends,0.824,0.454,2
A,K35a1,The pick up a feather of fire-bird,F668.3,Man Can Transplant Feather From One Bird To Another,0.823,0.504,2
A,H54B,The glance of death,D2061.2.1,Death-Giving Glance,0.822,0.656,2
A,I64A,Race along Milky Way,A778,Origin Of The Milky Way,0.822,0.592,2
A,H49,Pet defends master’s child,B524.1.4,Wolf Defends Master's Child Against Serpent,0.822,0.475,3
A,M127,Lost tail of the fox,A2378.2.4,How Bear Lost Tail,0.821,0.413,2
A,I138,The glass mountain,D454.12,Transformation: Mirror To Glass Mountain,0.821,0.537,2
A,A19C,The sun horse,A732.2,Horse Of The Sun,0.597,0.820,2
A,M57c1,Gold-producing bear,B103.0.6,Gold-Producing Lion,0.819,0.548,2
A,K27q2,To bring musical instrument,D1610.34,Speaking Musical Instrument,0.819,0.636,2
A,I66,Ashes on Milky Way,A778,Origin Of The Milky Way,0.818,0.645,2
A,L15H,The external soul: three or more objects one inside the other,E710,External Soul,0.818,0.352,2
A,C5A,Bird-scouts,A1021.2,Bird Scouts Sent Out From Ark,0.818,0.588,2
A,M13,The short-sighted wish is granted,J2072,Short-Sighted Wish,0.818,0.690,3
A,L80,A drop of blood,F555.6,Man Has Drop Of Blood On End Of Each Hair,0.817,0.492,2
A,H49C,Faithful falcon killed,B331.1,Faithful Falcon Killed Through Misunderstanding,0.816,0.423,3
A,M196,The silence wager,J2511.2,Numskulls Make Silence Wager,0.814,0.557,2
A,L100,Transformation flight,D671.1,Reversed Transformation Flight,0.814,0.378,2
A,L46,Head downward,A2768,Why Leaves Hang Head Downward,0.813,0.586,2
A,M57c1,Gold-producing bear,B103.1.1,Gold-Producing Ass,0.813,0.599,2
A,A24A,The first day or night: transformed into spirits,Z73,A Day And A Night,0.812,0.588,2
A,A24A,The first day or night: transformed into spirits,K2314,One Day And One Night,0.812,0.501,2
A,M39D,Series of clever unjust decisions,J1173,Series Of Clever Unjust Decisions: Plaintiff Voluntarily Withdraws,0.812,0.607,4
A,K10i,A tree that opens its trunk,D1556.2,Tree Opens Its Trunk To Give Shelter To Abandoned Girls,0.812,0.632,3
A,M57C,Gold producing animal,B103.0.3,Gold-Producing Ram,0.811,0.474,2
A,K102a2,Conflict between mother and son,P231,Mother And Son,0.811,0.614,2
A,L50,Cliff ogre,G519.3,Cliff Ogre Thrown As Food To His Children,0.811,0.399,2
A,M127,Lost tail of the fox,A2378.2.6,How Frog Lost Tail,0.809,0.381,2
A,I114,The golden fleece,H1332.1,Quest For Golden Fleece,0.808,0.671,2
A,B14A,Tears turn info the rain,A1131.1,Rain From Tears,0.808,0.752,2
A,M39a6a,Clever daughter-in-law of the imprisoned khan,J1111.3,Clever Daughter-In-Law,0.807,0.560,3
A,B3D,Earth from worm’s excrements,A2182.3,Origin Of Earth-Worm,0.807,0.614,2
A,B71,Aurora borealis,E742.3,Souls Of Dead As Aurora Borealis,0.806,0.737,2
A,B27A,Transformation into thunder and lightning,T528,Impregnation By Thunder (Lightning),0.806,0.496,2
A,L18,Multi-headed bird,B15.1.2.2.1,Three-Headed Bird,0.805,0.574,2
A,M29G,Trickster-hare or rabbit,B291.3.2,Hare (Rabbit) As Messenger,0.805,0.450,2
A,I61,Milky Way is a stream of secretion,A778.6,Milky Way As The Sperma Of The Gods,0.804,0.524,2
A,L15h4,Person’s soul is in a needle,E745.2,Soul As Needle,0.804,0.553,2
A,K27S,Contest: a race,H331.5,Suitor Contest: Race,0.804,0.718,2
A,A5,The Sun and the Moon are males,A735,Pursuit Of Sun By Moon,0.802,0.460,2
A,A6,The Sun and the Moon are females,A735,Pursuit Of Sun By Moon,0.802,0.431,2
A,L19b2,The nine-headed monster,B15.1.2.8.1,Hydra: Nine-Headed Monster,0.802,0.452,2
A,L19b3,The twelve-headed monster,B15.1.2.8.1,Hydra: Nine-Headed Monster,0.802,0.452,2
A,F94,Rival wives in the sky,T257.2,Jealousy Of Rival Wives,0.801,0.620,2
A,B116c,Sacred book lost,M114.1,Oath On Sacred Book,0.800,0.531,2
A,M84b1,A journey to the land of the fish,F122,Journey To Land Of Giants,0.800,0.639,2
A,K85B,Magic three-legged horse,A136.1.2.1,Sleipnir: Eight-Legged Horse Of Odin,0.799,0.435,2
A,M127,Lost tail of the fox,A2378.2.7,How Toad Lost Tail,0.799,0.458,2
A,M90a5,The golden apples,H91.3,Identification By Producing Three Golden Apples,0.799,0.590,2
A,I64A,Race along Milky Way,A778.6,Milky Way As The Sperma Of The Gods,0.799,0.455,2
A,N24,Like another Moon,Z62.2,"""Bridegroom Like The Sun And Bride Like The Moon",0.799,0.516,2
A,M144B,"Tiger was scorched, thence his stripes",A2413.4,Stripes Of Tiger,0.736,0.798,2
A,L15h1,Person’s soul is in the egg,E711.1,Soul In Egg,0.798,0.483,2
A,M84b1,A journey to the land of the fish,F124,Journey To Land Of Demons,0.798,0.639,2
A,I98C,The Pleiades is a flock of birds,X1119.1,Lie: Thick Flock Of Birds,0.797,0.750,2
A,A32d1,Cain and Abel in the Moon,A1597.1,"First Men Without Beards: Cain, Abel",0.797,0.694,2
A,B42P,Ursa major is a bear,A771,Origin Of The Great Bear (Ursa Major),0.794,0.797,3
A,K66,Extraordinary companions,F601.3,Extraordinary Companions Betray Hero,0.796,0.387,2
A,I61A,Milky Way is a belt,A778,Origin Of The Milky Way,0.796,0.776,2
A,I66,Ashes on Milky Way,A778.6,Milky Way As The Sperma Of The Gods,0.795,0.495,2
A,I78,The square earth,A871,Earth Square With Four Quarters,0.793,0.772,2
A,C6j1,The earth is brought by the God's enemy,A811.2,Earth Brought Up By Three Gods,0.792,0.471,3
A,I100,The Pleiades are girls,A773.3,Pleiades Girls Who Died Of Grief,0.792,0.670,2
A,K82,Evil sister-in-law,S55,Cruel Sister-In-Law,0.791,0.471,2
A,K27f1,To build a bridge,B299.8,Animals Build Bridge,0.791,0.596,2
A,F5A,Woman created from a tail,A1224.3,Woman Created From Dog's Tail,0.791,0.404,2
A,K24B,To dance in her magic clothes,D1069,Magic Clothes -- Miscellaneous,0.790,0.440,2
A,K99A,The father will humble himself before the son,M312.2,Prophecy: Parents Will Humble Themselves Before Their Son,0.790,0.440,2
A,B1B,Two female creators,A12.1,Male And Female Creators,0.788,0.549,2
A,E9,The mysterious housekeeper,N831.1.1,Mysterious Housekeeper Is Fairy Mistress,0.787,0.563,2
A,L15D,The external soul,K956,Murder By Destroying External Soul,0.786,0.425,2
A,I141,The magic wand,D1337.1.9,Magic Wand Beautifies,0.786,0.497,2
A,K142,Corpse buried many times,E431.10.1,Corpse Buried Under Stones,0.786,0.494,2
A,F52,Pubic hair for a bird’s crest,D991.2,Magic Pubic Hair,0.785,0.594,2
A,C6D,The aquisition of the earth from the lower world,F93.0.1,Boat To Lower World,0.785,0.459,2
A,I43B,Milky Way is a serpent or fish,A778,Origin Of The Milky Way,0.784,0.670,2
A,M57C,Gold producing animal,F166.2,Gold-Producing Spring In Otherworld,0.784,0.443,2
A,M53C,Red eyes,A1666.1,Why Canaanites Have Red Eyes,0.783,0.446,2
A,C6D,The aquisition of the earth from the lower world,F80.1.1,Castle In Lower World,0.783,0.461,2
A,A11A,Eyes of the Sun and the Moon: coolness and night,R9.1.3,Sun And Moon Imprison Each Other,0.783,0.560,2
A,I63,Milky Way is a path of tapir,A778.2.1,Milky Way As Path Of Souls (Demons),0.783,0.645,3
A,B9,Water in the tree trunk,D2031.7,Horse Made To Appear As Tree-Trunk,0.781,0.519,2
A,I63,Milky Way is a path of tapir,A778.7,Milky Way As Path Of A Bird Of Passage,0.781,0.730,3
A,L73A,"Darkness behind, light ahead",A107,Gods Of Darkness And Light,0.780,0.714,2
A,C8a2,The stone lion,D474.9,Eyes Of Stone Lion Become Bloody,0.780,0.720,2
A,L73a1,Obstacle flight: fog created,D672,Obstacle Flight,0.779,0.489,2
A,M29G,Trickster-hare or rabbit,D117.2,Transformation: Man To Hare (Rabbit),0.779,0.437,2
A,K27O,Ball game,E494,Ball Game In Lower World,0.779,0.776,2
A,B5B,The universal mother and female creator,A15.1,Female Creator,0.779,0.581,2
A,J48,Parrot cuts the sky rope,F51,Sky-Rope,0.778,0.356,2
A,K33a1,Children born in a well,T581.2.3,Children Born In Dungeon,0.778,0.423,2
A,K93,Twin brothers and a woman,A736.3.1,Sun And Moon As Twin Brothers,0.777,0.371,2
A,L17A,Eyes on the back of the head,F512.4,Person With Eyes In Back Of Head,0.777,0.495,2
A,I7C,Rain or dew is urine,A1131.1.1,Rain From Urine,0.776,0.560,2
A,E27,People from drops of blood,D457.1.3,Transformation: Drops Of Blood To Flowers,0.775,0.494,2
A,I20A,The sky giants,A1142.9,Thunder Made By Giants In Sky,0.775,0.600,2
A,F70B,Revenge of a rejected woman,T75.2.1,Rejected Suitors' Revenge,0.775,0.524,2
A,K56,The kind and the unkind girls,Q2,Kind And Unkind,0.775,0.392,2
A,B71,Aurora borealis,A795,Origin Of The Northern Lights (Aurora Borealis),0.775,0.633,2
A,M57c1,Gold-producing bear,B103.0.3,Gold-Producing Ram,0.775,0.525,2
A,B105,She daughter-in-law is transformed,S54,Cruel Daughter-In-Law,0.774,0.437,2
A,C8C,Mother and son produce people,P231,Mother And Son,0.774,0.445,2
A,L76,Ogress devours testicles,G312.7,Ogress Devours Horses,0.774,0.577,2
A,N10,The transparent body,T579.8.1,Transparent Body Of Pregnant Woman,0.774,0.598,2
A,I61A,Milky Way is a belt,A778.6,Milky Way As The Sperma Of The Gods,0.774,0.596,2
A,B2D,Marriage of the sky and the earth,A731,Sun As King Of Sky And Earth,0.774,0.416,2
A,K27q2,To bring musical instrument,D254,Transformation: Man To Musical Instrument,0.773,0.531,2
A,L4,The unmasked murderer (Blue Beard),F545.1.1,Blue Beard,0.772,0.487,2
A,M84b1,A journey to the land of the fish,F115,Journey To The Land Of The Unborn,0.771,0.515,2
A,A14A,The conflict between the Sun and the Moon,R9.1.3,Sun And Moon Imprison Each Other,0.771,0.704,2
A,F18B,Long penis after prohibited sex,F547.3.1,Long Penis,0.770,0.577,2
A,E27,People from drops of blood,D1812.5.1.1.5,Drops Of Blood Presage Slaughter,0.770,0.563,2
A,C6D,The aquisition of the earth from the lower world,F96,Rope To Lower World,0.769,0.382,2
A,I141,The magic wand,H1342.0.1,Quest For Magic Wand,0.769,0.547,2
A,K32H,Punishment: buried alive,S123.0.1,Hostages Buried Alive,0.769,0.618,2
A,K27I,Task: to dry a body of water,D910,Magic Body Of Water,0.769,0.557,2
A,K70,Two sisters-in-law: the girl and the frog,H934.2,Sisters-In-Law Impose Tasks,0.767,0.441,2
A,J53c1,The grizzly-bear and the black bear,A2531.2,Why Grizzly Bear Is Peaceable,0.767,0.543,2
A,I41B,Rainbow drinks water,A2435.4.9.2,Why Owl Drinks No Water,0.767,0.558,2
A,A5,The Sun and the Moon are males,A700.6,Sun And Moon Purchased,0.766,0.437,2
A,A6,The Sun and the Moon are females,A700.6,Sun And Moon Purchased,0.766,0.410,2
A,C37,World catastrophe and the sloth,M357,Prophecy: World Catastrophe,0.766,0.709,2
A,A11C,"The Sun, the Moon and monster’s eyes",R9.1.3,Sun And Moon Imprison Each Other,0.765,0.577,2
A,K18,Infant picks out his unknown father,H482,Infant Picks Out His Unknown Mother,0.765,0.564,3
A,L19b1,The seven-headed monster,B15.1.2.3.1,Four-Headed Monster,0.765,0.430,2
A,L94,Child promised to demon,S214,Child Promised To Mermaid,0.764,0.417,2
A,K107A,Iron shoes to be worn out,Q502.2,Punishment: Wandering Till Iron Shoes Are Worn Out,0.764,0.628,3
A,J57,Son of the Sun,A736.5.1,Son Of Sun So Hot No One Can Hold It,0.763,0.387,2
